PC1,PC2,binary targets
-1.6844991553253532,-0.0043684047352506,0
-2.181311650390063,0.2818809768131162,0
-1.9669837356011108,0.1819762324902113,0
-1.5637999575621595,0.0653584612505136,0
-1.501399111615933,3.393191322614225e-05,0
-1.070633891668583,-0.550226848133543,0
5.450170539088978,3.762433225871662,1
-0.8140210276704486,-0.1521797309314211,0
-1.7815479945062849,0.2127637299599489,0
-1.820040522135491,0.2109781829176866,0
-2.074147692995587,0.2319286046516638,0
2.9999179590855314,-1.0539288280736023,1
0.963989055462042,2.707723024740272,1
3.465807604053141,0.8778372293635853,1
2.155025661972709,-0.7032879780555064,1
-0.0138359980415941,-0.4263743519681997,1
5.566728013319789,-1.7050908619897387,1
3.915432988480703,-1.1368220083909568,1
-2.181311650390063,0.2818809768131162,0
-0.8771224987648905,-0.2306071574480095,0
-1.8988270701143053,0.0955363395876542,0
-1.4003858759153769,-0.0899614898002856,0
3.4678702101305823,-1.536187900341701,1
-1.8988270701143053,0.0955363395876542,0
-1.699307100475379,0.0612045690395324,0
-1.948047895980437,0.11695719289803,0
2.118992844692296,-0.7571526929758877,1
-1.286693244458741,-0.014469409171734,0
-1.6743840371118086,0.1628113577984965,0
-0.1473061763918431,0.8088845606885092,1
-2.1914267686036077,0.1147012142793692,0
1.3060880392772276,-1.1038325629312402,1
-1.5921431430809028,0.01125219687808,0
-0.8527674052898142,0.1390092039132652,0
2.734641586785733,-0.732901365832729,1
5.986493933734084,2.9620032311912423,1
-1.788812651055959,0.1066711019463049,0
0.5597971737551936,-0.934352996356094,1
2.9610278542657342,-0.960719329420436,1
1.6372291139372015,-0.1082837760095637,1
3.0741268684442398,-1.5763420042349894,1
-1.577335197930877,-0.0543207768967031,0
-1.017224052869675,-0.227096449935688,0
-1.450900852943024,-0.081920121734651,0
-1.6114135306742796,-0.0111008304454245,0
-1.9669837356011108,0.1819762324902113,0
-0.6079866701250517,0.0672585070756063,0
4.082547760581045,-1.071979720519746,1
2.718015801571596,-0.8022790865480334,1
-1.825741445463232,0.0888039138774803,0
2.265894344365188,-0.5667581651749941,1
-0.8064475142669978,0.3340743078263595,0
4.297978983365875,-1.468982926635526,1
-1.7526558208121583,0.0820714881673064,0
-1.825741445463232,0.0888039138774803,0
-1.8699348964201787,-0.0351559022049882,0
-1.2682988551573304,-0.038307073202774,0
-0.7181250498460018,0.2015825172976713,0
-1.8988270701143053,0.0955363395876542,0
1.9755248769859768,-0.4250677978721638,1
-0.8904551599091189,-0.16732372785795,0
-1.46570879809305,-0.0163471479598679,0
-0.5395047523007036,-0.0695112947954315,0
-1.3752993146007833,-0.1149374798404077,0
3.2074613572345982,-0.9486863020654462,1
-1.3549539440740397,0.0682465942241015,0
5.477498202205196,0.8611282421030102,1
-0.768180657319991,0.2971028487421454,0
3.40745920342504,-0.2759821124964517,1
-0.8557890332691858,-0.117704940920762,0
-1.699307100475379,0.0612045690395324,0
6.6593245484356185,3.4583092086710496,1
-1.3601568214780544,-0.0931383866995049,0
4.017933498516326,-1.279913300291448,1
1.1753537457057457,-0.942811782408566,1
-1.6844991553253532,-0.0043684047352506,0
3.435441332663092,-1.4139379121289886,1
-1.2465281387851446,-0.0597549646234123,0
-1.4681533727689595,-0.0913473695703381,0
-1.192137098160187,0.0548046417336316,0
4.382232259102245,2.3774001915659104,1
2.460680493558184,-0.4101086987651083,1
-2.0400693602521844,0.1887086582003852,0
0.623129159851124,-0.7107773875293784,1
4.045984230609188,0.2948271774273201,1
1.5808389215862393,-0.7786809941099913,1
1.7306673261919805,-1.3465352475339103,1
-2.0501844784657286,0.0215288956666381,0
2.266738056240218,-1.3887417683999974,1
-0.8788723457236433,-0.0280890620870253,0
3.3861785374245645,0.2001949300945008,1
4.327890239689229,-0.947624273499588,1
-1.7185774880687557,0.0388515417160278,0
-1.577335197930877,-0.0543207768967031,0
4.530587570335489,4.486463962530476,1
-1.7157270264048854,0.099938676236131,0
2.264486373307497,-1.43206166973933,1
-1.9284429604143576,0.2266822871372204,0
1.3535616168552227,-0.569552231752058,1
-1.825741445463232,0.0888039138774803,0
-1.520182310172473,0.0456732179422596,0
2.204619538494456,-0.8767136085667654,0
4.861836919668452,0.3221000556502437,1
-1.7185774880687557,0.0388515417160278,0
-1.8988270701143053,0.0955363395876542,0
1.442046409821652,-0.5701414283777555,0
-2.181311650390063,0.2818809768131162,0
3.837749129185241,-0.6588962249167353,1
-1.5042495732798034,-0.061053202606877,0
-1.7916631127198297,0.0455839674262017,0
-0.4192602102802366,-0.446699135721801,1
-0.8249684941355225,0.0184782309174805,0
-2.074147692995587,0.2319286046516638,0
-1.3630072831419249,-0.154225521219608,0
2.5744041265948034,-0.6901091027322903,1
3.9149333512495033,-1.2279855552144725,1
-1.7185774880687557,0.0388515417160278,0
-1.358544840698574,-0.0662995201213203,0
-2.0400693602521844,0.1887086582003852,0
6.871978683306544,3.5843564172875744,1
-1.066247027536786,-0.1474319404725345,0
6.427454207521167,1.259109031129595,1
-1.501399111615933,3.393191322614225e-05,0
3.2903509133243025,-0.577455418071143,1
-2.0400693602521844,0.1887086582003852,0
4.7583621749991485,0.0800086905228784,1
-1.64653418370586,-0.103307409478964,0
-2.181311650390063,0.2818809768131162,0
-1.6114135306742796,-0.0111008304454245,0
-1.3448616872911916,-0.0907190471217499,0
-2.181311650390063,0.2818809768131162,0
-1.2173025505606954,-0.1594718387340513,0
1.4689941007054224,-0.0716141624171433,1
-1.977098853814655,0.0147964699564642,0
5.000785422507094,2.2087462704329206,1
1.2749627079017478,-0.8014534586008583,1
6.311127592013849,4.021975874642407,1
-1.276386418122134,-0.0412787087825652,0
0.862383419913928,-0.4192791706907263,0
1.62358584025197,-1.4731628476316294,1
2.767130836687472,-1.0472429309520694,1
-1.7333854332187817,0.104424515490811,0
-1.0381777602577893,-0.1750031898313241,0
3.784283902938165,2.474517153552734,1
-1.3448616872911916,-0.0907190471217499,0
-1.3609894153744837,-0.1412997417317905,0
2.335863046392081,-1.467121991161718,1
-0.9704523835786774,0.8739405281812452,0
-1.8988270701143053,0.0955363395876542,0
-1.8228909837993617,0.1498910483975835,0
0.038089297079565,-0.5535384574055472,0
-1.813225793303075,-0.0051248843963047,0
-2.0400693602521844,0.1887086582003852,0
-1.3458469222517546,-0.1195006485908877,0
3.233606729800818,-1.3162000835617131,1
3.7734114968617862,2.3441714841205448,1
2.7035461731835877,-0.3858821215417712,1
-1.4291145516584804,-0.0858520268067292,0
0.9154600406765718,1.483556059216327,1
-1.2074893176746648,-0.0542596218598034,0
-2.181311650390063,0.2818809768131162,0
-1.3630072831419249,-0.154225521219608,0
-1.8699348964201787,-0.0351559022049882,0
-1.6114135306742796,-0.0111008304454245,0
-1.4447548450600358,0.3175586713507025,0
3.117340578074057,-0.5004335100889983,1
-1.930552987117564,0.2390541324424361,0
-1.027508530502091,-0.44880914448853,0
0.7880086955416907,-0.0523492973796518,1
5.560334546001713,2.508240699949998,1
4.314290877832186,4.503506735199437,1
-1.3372119592424263,0.4187455311690534,0
2.408255401297788,2.7099595911655685,1
-1.7526558208121583,0.0820714881673064,0
-1.343736895548548,-0.1318724938961034,0
-1.413018352777997,-0.0042791542191927,0
-1.9669837356011108,0.1819762324902113,0
0.7306433638638542,-1.1078649365161355,1
-1.2505966813322404,3.94301173840358,0
1.7727881425197278,-0.6878846635180008,1
-2.0400693602521844,0.1887086582003852,0
1.0236343561015389,-0.2363709109995861,1
0.8667556396692213,0.2393654483112061,0
2.1829819504932773,-0.961551569454107,1
2.459041538520994,0.5663503812767849,1
5.040278701483763,0.3732108905937986,1
1.523065822931016,-0.6109191641786729,1
-1.930552987117564,0.2390541324424361,0
-1.8988270701143053,0.0955363395876542,0
2.576957938667752,1.4983543419697836,1
5.431585984137657,-1.2883995662281844,1
-2.112640220624793,0.2301430576094015,0
-1.602340732748913,0.0206524066035045,0
1.479811675282312,-0.5284518096485146,0
-1.8988270701143053,0.0955363395876542,0
-0.9483736087264036,1.2369023202083604,0
3.716099670720177,0.4711310359500057,1
1.991541107678024,-1.2221823293708431,1
-1.7185774880687557,0.0388515417160278,0
-2.0400693602521844,0.1887086582003852,0
3.387496953765946,-1.5096702764352192,1
2.415100017786844,-1.0401347521761173,1
3.561152080461331,0.7805618545603995,1
0.7306433638638542,-1.1078649365161355,1
-1.470171240536401,-0.1042731490581555,0
1.550539705718987,-1.190680094192731,1
-0.080851927495305,-0.4295960701660521,1
1.6087457706524588,-1.0624625991048882,1
3.1838476859072027,0.5734976555843608,1
-1.5942531697841094,0.0236240421832956,0
-0.6060894086396029,-0.3698709963585028,0
3.8408579398693816,-1.3718931905638767,1
1.9146359095105792,-0.9172708572932052,1
1.872748645853051,-1.1547807762237892,1
2.549292998957173,0.0597405870700032,1
3.289949853974668,0.7438947597746327,1
-0.8250712126571866,-0.6161497391242804,0
4.976979901246958,1.2821885681434435,1
3.02022040249262,-1.1378467588181609,1
-2.0400693602521844,0.1887086582003852,0
1.0279998630099774,-0.3631873525332083,1
4.116170993931165,-1.151937178238599,1
4.575795388552132,-0.3112055030051568,1
-2.0400693602521844,0.1887086582003852,0
-2.1914267686036077,0.1147012142793692,0
-1.7526558208121583,0.0820714881673064,0
3.2713606197379987,-1.1515193313055854,1
-1.6844991553253532,-0.0043684047352506,0
-1.7147841415708114,-0.0479665910170562,0
-1.8988270701143053,0.0955363395876542,0
3.922732712995486,-0.3279185685486173,1
-1.252701120925842,0.5440641889113119,0
2.492406410561442,-0.5536264916198905,1
1.4626464712301317,-0.6080678535597227,0
-2.0501844784657286,0.0215288956666381,0
3.540365837480816,-0.67525259872405,1
4.151221012783957,-0.0126685094866627,1
4.175682641071956,-1.061893499069568,1
-1.0288625732954852,-0.030580261073676,0
0.8204258912822231,1.2859822227060766,1
-0.1480999320449549,-0.2715609646527638,1
3.797311631440829,-0.0639671691425577,1
-1.4233251791146038,0.0225301453916383,0
-2.0400693602521844,0.1887086582003852,0
-1.501399111615933,3.393191322614225e-05,0
-2.181311650390063,0.2818809768131162,0
1.7966192589502925,-1.2070206864972184,1
1.6082198727233834,0.3061561726673436,1
2.210968739250445,-0.2835873451206674,1
-1.913635015264332,0.1611093133624374,0
2.304803760667134,-1.43070282807954,1
4.132247123252913,0.3016843733214794,1
-1.395775520433361,-0.1461342538496441,0
-1.577335197930877,-0.0543207768967031,0
0.6015673586859107,-0.4711031085299095,0
-0.6660218143879222,-0.2513310571132464,0
-1.24825663275156,-0.3778141588472287,0
5.23710964057878,0.8345570663541714,1
2.522993642922438,-0.785117357543196,1
3.716132187069925,-1.2499417993390984,1
1.5598532393909184,0.2411601708401388,1
-1.932905402857708,0.1387562860389328,0
1.578207261719452,0.1845902683756612,1
4.886926026821086,-2.0715569875102946,1
4.230870750379126,-1.2592089946187277,1
1.1145394944121485,-0.5674234902182422,1
-1.6743840371118086,0.1628113577984965,0
0.2319522859819911,-0.3414833646634717,0
1.510400307269949,-1.4024673489856463,1
3.2903509133243025,-0.577455418071143,1
3.9220218422492272,4.130384071580161,1
0.3579329146056937,-0.6041317236252319,1
-1.8988270701143053,0.0955363395876542,0
1.0935977759499549,-0.9383319459036742,1
2.291373257936903,-1.0866815378318673,1
2.5567647925647115,-0.2723311783941889,1
3.406443256450729,1.1237078049296416,1
4.875175362812376,-1.3571018869347524,1
-1.825741445463232,0.0888039138774803,0
-1.8598197782066344,0.1320238603287589,0
4.625958411414354,-1.473684049670673,1
-2.181311650390063,0.2818809768131162,0
-1.932905402857708,0.1387562860389328,0
1.2159341958215888,-0.3803770119940746,1
-1.5193920664025324,-0.0828522957477798,0
3.0220707620289717,-0.4839956584459177,1
-2.0400693602521844,0.1887086582003852,0
2.993446256617794,-0.6207051267583757,1
1.2889838903009256,0.2061449156777778,0
-2.181311650390063,0.2818809768131162,0
-2.0400693602521844,0.1887086582003852,0
6.452870602997531,1.6809408515384532,1
-1.9669837356011108,0.1819762324902113,0
-2.181311650390063,0.2818809768131162,0
-1.9161526195583067,0.0279723320623429,0
4.345215560432693,0.0760910963402974,1
4.263154166587087,-0.7151996026205013,1
-1.932905402857708,0.1387562860389328,0
-1.825741445463232,0.0888039138774803,0
0.8332764324244922,-0.4345469602604986,1
2.240006948383987,-1.0912867736350518,1
-1.5988978785141228,-0.1050296287192096,0
-2.0400693602521844,0.1887086582003852,0
6.7356653523329335,3.7572362030926887,1
-1.825741445463232,0.0888039138774803,0
-1.932905402857708,0.1387562860389328,0
3.250816295433933,-1.185018556088622,1
-1.6754263573999866,0.0273848323136784,0
5.0143263637186095,-1.5349171163068969,1
1.9065749289032208,-0.5475948789559285,1
1.4227502330690385,-0.6859275093331666,1
2.522068739674152,0.4333978433310989,1
3.661630679927276,2.448808735119961,1
3.2398353242206905,0.2163968290815763,1
0.8699279556357294,0.4029546287840964,1
1.058829045849904,-0.0078107707293933,0
-2.181311650390063,0.2818809768131162,0
3.066835899446397,-1.1884206785454725,1
-1.495176775354437,-0.0292999655579479,0
-2.1914267686036077,0.1147012142793692,0
